program_id,program_name,credential,study_mode,source_url,regular_listed,regular_international_flag,regular_pgwp_flag,flexible_listed,flexible_international_flag,flexible_pgwp_flag,availability_listed,has_domestic_only_availability_row,individual_evidence_status,individual_study_permit_status,individual_pgwp_status,recommended_program_status,recommended_pgwp_status,decision_basis,individual_evidence_url,individual_evidence_retrieved_at,legacy_accepts_international,current_international_eligibility,current_evidence_url,current_last_checked
5755ACERT,Occupational Health and Safety Practitioners,Associate Certificate,Part-time,https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/,,,Refer to official program page,https://www.bcit.ca/programs/occupational-health-and-safety-practitioners-associate-certificate-part-time-5755acert/,2026-09-08
576ADIPMA,Diagnostic Medical Sonography (General Sonography Option),Diploma,Full-time,https://www.bcit.ca/programs/diagnostic-medical-sonography-general-sonography-option-diploma-full-time-576adipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/diagnostic-medical-sonography-general-sonography-option-diploma-full-time-576adipma/,,,Refer to official program page,https://www.bcit.ca/programs/diagnostic-medical-sonography-general-sonography-option-diploma-full-time-576adipma/,2026-09-08
576BDIPMA,Diagnostic Medical Sonography (Cardiac Sonography Option),Diploma,Full-time,https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-sonography-option-diploma-full-time-576bdipma/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-sonography-option-diploma-full-time-576bdipma/,,,Refer to official program page,https://www.bcit.ca/programs/diagnostic-medical-sonography-cardiac-sonography-option-diploma-full-time-576bdipma/,2026-09-08
576CDIPMA,Diagnostic Medical Sonography (General and Cardiac Sonography Option),Diploma,Full-time,https://www.bcit.ca/programs/diagnostic-medical-sonography-general-and-cardiac-sonography-option-diploma-full-time-576cdipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/diagnostic-medical-sonography-general-and-cardiac-sonography-option-diploma-full-time-576cdipma/,,,Refer to official program page,https://www.bcit.ca/programs/diagnostic-medical-sonography-general-and-cardiac-sonography-option-diploma-full-time-576cdipma/,2026-09-08
5810DIPMA,Electroneurophysiology,Diploma,Full-time,https://www.bcit.ca/programs/electroneurophysiology-diploma-full-time-5810dipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/electroneurophysiology-diploma-full-time-5810dipma/,,,Refer to official program page,https://www.bcit.ca/programs/electroneurophysiology-diploma-full-time-5810dipma/,2026-09-08
585CMCERT,Financial Management (Finance Option),Certificate,Part-time,https://www.bcit.ca/programs/financial-management-finance-option-certificate-part-time-585cmcert/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/financial-management-finance-option-certificate-part-time-585cmcert/,,,Refer to official program page,https://www.bcit.ca/programs/financial-management-finance-option-certificate-part-time-585cmcert/,2026-09-08
585FMCERT,Financial Management (Professional Accounting Option),Certificate,Part-time,https://www.bcit.ca/programs/financial-management-professional-accounting-option-certificate-part-time-585fmcert/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/financial-management-professional-accounting-option-certificate-part-time-585fmcert/,,,Refer to official program page,https://www.bcit.ca/programs/financial-management-professional-accounting-option-certificate-part-time-585fmcert/,2026-09-08
585IACERT,Financial Management (Financial Planning),Associate Certificate,Part-time,https://www.bcit.ca/programs/financial-management-financial-planning-associate-certificate-part-time-585iacert/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/financial-management-financial-planning-associate-certificate-part-time-585iacert/,,,Refer to official program page,https://www.bcit.ca/programs/financial-management-financial-planning-associate-certificate-part-time-585iacert/,2026-09-08
5880DIPLT,General Insurance and Risk Management,Diploma,Full-time,https://www.bcit.ca/programs/general-insurance-and-risk-management-diploma-full-time-5880diplt/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/general-insurance-and-risk-management-diploma-full-time-5880diplt/,,,Refer to official program page,https://www.bcit.ca/programs/general-insurance-and-risk-management-diploma-full-time-5880diplt/,2026-09-08
5985ACERT,User Interface (UI) and User Experience (UX) Design,Associate Certificate,Part-time,https://www.bcit.ca/programs/user-interface-ui-and-user-experience-ux-design-associate-certificate-part-time-5985acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/user-interface-ui-and-user-experience-ux-design-associate-certificate-part-time-5985acert/,,,Refer to official program page,https://www.bcit.ca/programs/user-interface-ui-and-user-experience-ux-design-associate-certificate-part-time-5985acert/,2026-09-08
6005ACERT,Payroll and Human Resources,Associate Certificate,Part-time,https://www.bcit.ca/programs/payroll-and-human-resources-associate-certificate-part-time-6005acert/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/payroll-and-human-resources-associate-certificate-part-time-6005acert/,,,Refer to official program page,https://www.bcit.ca/programs/payroll-and-human-resources-associate-certificate-part-time-6005acert/,2026-09-08
6008CERT,Payroll Administration,Certificate,Part-time,https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/,,,Refer to official program page,https://www.bcit.ca/programs/payroll-administration-certificate-part-time-6008cert/,2026-09-08
6030CERT,Architectural and Building Technology,Certificate,Part-time,https://www.bcit.ca/programs/architectural-and-building-technology-certificate-part-time-6030cert/,false,false,false,true,true,true,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/architectural-and-building-technology-certificate-part-time-6030cert/,,,Refer to official program page,https://www.bcit.ca/programs/architectural-and-building-technology-certificate-part-time-6030cert/,2026-09-08
6035DIPMA,Accounting,Diploma,Full-time,https://www.bcit.ca/programs/accounting-diploma-full-time-6035dipma/,true,true,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/accounting-diploma-full-time-6035dipma/,,,Refer to official program page,https://www.bcit.ca/programs/accounting-diploma-full-time-6035dipma/,2026-09-08
6035PDIPMA,Accounting,Diploma,Part-time,https://www.bcit.ca/programs/accounting-diploma-part-time-6035pdipma/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/accounting-diploma-part-time-6035pdipma/,,,Refer to official program page,https://www.bcit.ca/programs/accounting-diploma-part-time-6035pdipma/,2026-09-08
6040ACERT,Fundamentals of Water and Wastewater Operations,Associate Certificate,Part-time,https://www.bcit.ca/programs/fundamentals-of-water-and-wastewater-operations-associate-certificate-part-time-6040acert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/fundamentals-of-water-and-wastewater-operations-associate-certificate-part-time-6040acert/,,,Refer to official program page,https://www.bcit.ca/programs/fundamentals-of-water-and-wastewater-operations-associate-certificate-part-time-6040acert/,2026-09-08
6045DIPMA,Finance,Diploma,Full-time,https://www.bcit.ca/programs/finance-diploma-full-time-6045dipma/,true,true,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/finance-diploma-full-time-6045dipma/,,,Refer to official program page,https://www.bcit.ca/programs/finance-diploma-full-time-6045dipma/,2026-09-08
6045PDIPMA,Finance,Diploma,Part-time,https://www.bcit.ca/programs/finance-diploma-part-time-6045pdipma/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/finance-diploma-part-time-6045pdipma/,,,Refer to official program page,https://www.bcit.ca/programs/finance-diploma-part-time-6045pdipma/,2026-09-07
6055DIPMA,Financial Planning,Diploma,Full-time,https://www.bcit.ca/programs/financial-planning-diploma-full-time-6055dipma/,true,true,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/financial-planning-diploma-full-time-6055dipma/,,,Refer to official program page,https://www.bcit.ca/programs/financial-planning-diploma-full-time-6055dipma/,2026-09-08
6055PDIPMA,Financial Planning,Diploma,Part-time,https://www.bcit.ca/programs/financial-planning-diploma-part-time-6055pdipma/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/financial-planning-diploma-part-time-6055pdipma/,,,Refer to official program page,https://www.bcit.ca/programs/financial-planning-diploma-part-time-6055pdipma/,2026-09-08
605DDIPMA,Technology Teacher Education,Diploma,Full-time,https://www.bcit.ca/programs/technology-teacher-education-diploma-full-time-605ddipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/technology-teacher-education-diploma-full-time-605ddipma/,,,Refer to official program page,https://www.bcit.ca/programs/technology-teacher-education-diploma-full-time-605ddipma/,2026-09-08
6090CERT,"Essential Technical Skills for Architecture, Construction, and Engineering",Certificate,Part-time,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,,,Refer to official program page,https://www.bcit.ca/programs/essential-technical-skills-for-architecture-construction-and-engineering-certificate-part-time-6090cert/,2026-09-08
6110DIPMA,Radio Arts and Entertainment,Diploma,Full-time,https://www.bcit.ca/programs/radio-arts-and-entertainment-diploma-full-time-6110dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/radio-arts-and-entertainment-diploma-full-time-6110dipma/,,,Refer to official program page,https://www.bcit.ca/programs/radio-arts-and-entertainment-diploma-full-time-6110dipma/,2026-09-08
6115ACERT,Broadcast and Digital Journalism,Associate Certificate,Part-time,https://www.bcit.ca/programs/broadcast-and-digital-journalism-associate-certificate-part-time-6115acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/broadcast-and-digital-journalism-associate-certificate-part-time-6115acert/,,,Refer to official program page,https://www.bcit.ca/programs/broadcast-and-digital-journalism-associate-certificate-part-time-6115acert/,2026-09-08
6120ACERT,Video Production and Editing,Associate Certificate,Part-time,https://www.bcit.ca/programs/video-production-and-editing-associate-certificate-part-time-6120acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/video-production-and-editing-associate-certificate-part-time-6120acert/,,,Refer to official program page,https://www.bcit.ca/programs/video-production-and-editing-associate-certificate-part-time-6120acert/,2026-09-08
6125ACERT,Radio Arts and Entertainment,Associate Certificate,Part-time,https://www.bcit.ca/programs/radio-arts-and-entertainment-associate-certificate-part-time-6125acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/radio-arts-and-entertainment-associate-certificate-part-time-6125acert/,,,Refer to official program page,https://www.bcit.ca/programs/radio-arts-and-entertainment-associate-certificate-part-time-6125acert/,2026-09-08
6130DIPMA,Television & Video Production,Diploma,Full-time,https://www.bcit.ca/programs/television-and-video-production-diploma-full-time-6130dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/television-and-video-production-diploma-full-time-6130dipma/,,,Refer to official program page,https://www.bcit.ca/programs/television-and-video-production-diploma-full-time-6130dipma/,2026-09-08
6135DIPMA,Broadcast and Online Journalism,Diploma,Full-time,https://www.bcit.ca/programs/broadcast-and-online-journalism-diploma-full-time-6135dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/broadcast-and-online-journalism-diploma-full-time-6135dipma/,,,Refer to official program page,https://www.bcit.ca/programs/broadcast-and-online-journalism-diploma-full-time-6135dipma/,2026-09-08
6140DIPMA,Residential Interiors,Diploma,Part-time,https://www.bcit.ca/programs/residential-interiors-diploma-part-time-6140dipma/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/residential-interiors-diploma-part-time-6140dipma/,,,Refer to official program page,https://www.bcit.ca/programs/residential-interiors-diploma-part-time-6140dipma/,2026-09-08
6185ADCERT,Renewable Energy Electrical Systems Installation & Maintenance,Advanced Certificate,Part-time,https://www.bcit.ca/programs/renewable-energy-electrical-systems-installation-and-maintenance-advanced-certificate-part-time-6185adcert/,false,false,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/renewable-energy-electrical-systems-installation-and-maintenance-advanced-certificate-part-time-6185adcert/,,,Refer to official program page,https://www.bcit.ca/programs/renewable-energy-electrical-systems-installation-and-maintenance-advanced-certificate-part-time-6185adcert/,2026-09-08
6195CERT,Interior Design Fundamentals,Certificate,Full-time/Part-time,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,true,true,false,true,true,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,,,Refer to official program page,https://www.bcit.ca/programs/interior-design-fundamentals-certificate-full-time-part-time-6195cert/,2026-09-08
6220FDIPMA,Interior Design,Diploma,Full-time,https://www.bcit.ca/programs/interior-design-diploma-full-time-6220fdipma/,true,true,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/interior-design-diploma-full-time-6220fdipma/,,,Refer to official program page,https://www.bcit.ca/programs/interior-design-diploma-full-time-6220fdipma/,2026-09-07
6220PDIPMA,Interior Design,Diploma,Part-time,https://www.bcit.ca/programs/interior-design-diploma-part-time-6220pdipma/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/interior-design-diploma-part-time-6220pdipma/,,,Refer to official program page,https://www.bcit.ca/programs/interior-design-diploma-part-time-6220pdipma/,2026-09-08
6225ACERT,Global Business Studies,Associate Certificate,Part-time,https://www.bcit.ca/programs/global-business-studies-associate-certificate-part-time-6225acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/global-business-studies-associate-certificate-part-time-6225acert/,,,Refer to official program page,https://www.bcit.ca/programs/global-business-studies-associate-certificate-part-time-6225acert/,2026-09-08
6235DIPMA,Business Information Technology Management,Diploma,Full-time,https://www.bcit.ca/programs/business-information-technology-management-diploma-full-time-6235dipma/,true,true,true,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-information-technology-management-diploma-full-time-6235dipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-information-technology-management-diploma-full-time-6235dipma/,2026-09-08
623ADIPMA,Business Information Technology Management (Artificial Intelligence Management Option),Diploma,Full-time,https://www.bcit.ca/programs/business-information-technology-management-artificial-intelligence-management-option-diploma-full-time-623adipma/,true,true,true,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-information-technology-management-artificial-intelligence-management-option-diploma-full-time-623adipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-information-technology-management-artificial-intelligence-management-option-diploma-full-time-623adipma/,2026-09-08
623BDIPMA,Business Information Technology Management (Enterprise Systems Management Option),Diploma,Full-time,https://www.bcit.ca/programs/business-information-technology-management-enterprise-systems-management-option-diploma-full-time-623bdipma/,true,true,true,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-information-technology-management-enterprise-systems-management-option-diploma-full-time-623bdipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-information-technology-management-enterprise-systems-management-option-diploma-full-time-623bdipma/,2026-09-08
623CDIPMA,Business Information Technology Management (Analytics Data Management Option),Diploma,Full-time,https://www.bcit.ca/programs/business-information-technology-management-analytics-data-management-option-diploma-full-time-623cdipma/,true,true,true,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-information-technology-management-analytics-data-management-option-diploma-full-time-623cdipma/,,,Refer to official program page,https://www.bcit.ca/programs/business-information-technology-management-analytics-data-management-option-diploma-full-time-623cdipma/,2026-09-08
6245DIPLT,Business Management,Diploma,Full-time,https://www.bcit.ca/programs/business-management-diploma-full-time-6245diplt/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-management-diploma-full-time-6245diplt/,,,Refer to official program page,https://www.bcit.ca/programs/business-management-diploma-full-time-6245diplt/,2026-09-08
6245MCERT,Business Management,Certificate,Part-time,https://www.bcit.ca/programs/business-management-certificate-part-time-6245mcert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-management-certificate-part-time-6245mcert/,,,Refer to official program page,https://www.bcit.ca/programs/business-management-certificate-part-time-6245mcert/,2026-09-08
6247DIPMA,Graphic Communications,Diploma,Full-time,https://www.bcit.ca/programs/graphic-communications-diploma-full-time-6247dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/graphic-communications-diploma-full-time-6247dipma/,,,Refer to official program page,https://www.bcit.ca/programs/graphic-communications-diploma-full-time-6247dipma/,2026-09-08
625AMCERT,Human Resource Management,Certificate,Part-time,https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/,,,Refer to official program page,https://www.bcit.ca/programs/human-resource-management-certificate-part-time-625amcert/,2026-09-08
6265ACERT,Lean Six Sigma Principles,Associate Certificate,Part-time,https://www.bcit.ca/programs/lean-six-sigma-principles-associate-certificate-part-time-6265acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/lean-six-sigma-principles-associate-certificate-part-time-6265acert/,,,Refer to official program page,https://www.bcit.ca/programs/lean-six-sigma-principles-associate-certificate-part-time-6265acert/,2026-09-08
6285CERT,Fire Service Industry Leadership,Certificate,Part-time,https://www.bcit.ca/programs/fire-service-industry-leadership-certificate-part-time-6285cert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/fire-service-industry-leadership-certificate-part-time-6285cert/,,,Refer to official program page,https://www.bcit.ca/programs/fire-service-industry-leadership-certificate-part-time-6285cert/,2026-09-08
6290DIPMA,Strategic Human Resources Management,Diploma,Full-time,https://www.bcit.ca/programs/strategic-human-resources-management-diploma-full-time-6290dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/strategic-human-resources-management-diploma-full-time-6290dipma/,,,Refer to official program page,https://www.bcit.ca/programs/strategic-human-resources-management-diploma-full-time-6290dipma/,2026-09-08
6300MCERT,Marketing Management,Certificate,Part-time,https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/,,,Refer to official program page,https://www.bcit.ca/programs/marketing-management-certificate-part-time-6300mcert/,2026-09-08
